Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13
GOTERM_BP_FAT,GO:0030029~actin filament-based process,83,8.764519535374868,6.490152623716152E-13,"SEMA5A, BMP10, ELN, NRK, DIXDC1, PPP1R9A, FNBP1L, CELSR1, ANTXR1, RND3, EPS8, SAMD14, CSRP2, SIPA1L1, CSRP1, OPHN1, MDK, GJA5, CFL1, DPYSL3, SH3PXD2B, STMN1, NCK2, ARFIP2, HMCN1, TMSB10, GAS2L3, TPM3, ACTN1, PRKCE, TPM2, SHROOM2, ACTN4, MTSS1, CIT, SFRP1, SYNPO2L, CTTN, DAAM2, TNNT1, KCNQ1, RNF207, RHOJ, FSCN1, ELMO1, ARHGEF2, CASQ1, EZR, SMTNL2, DOCK1, PHLDB2, MYL9, DBN1, MYH7, KCNE1, SRC, ARHGAP18, PDXP, NEDD4L, SRI, CACNA1G, CNN3, CORO1C, CNN1, RACGAP1, CALD1, TPM3-RS7, MICAL1, CTNNA3, SLIT2, ECT2, WASF1, MYH10, SPECC1, FARP1, MARCKSL1, MICAL2, DSTN, ARHGAP28, PARVA, ANLN, MARCKS, VANGL2",830,832,19632,2.3596153846153847,4.817797050193917E-9,1.33805313258948E-10,1.2318670243847907E-10
GOTERM_BP_FAT,GO:0097435~supramolecular fiber organization,81,8.553326293558607,2.3946395656866036E-12,"SEMA5A, FKBP10, BMP10, CDKN1B, COL14A1, ELN, PPP1R9A, RND3, EPS8, SAMD14, CSRP2, CSRP1, CFL1, DPYSL3, SH3PXD2B, STMN1, NCK2, ARFIP2, HMCN1, TMSB10, NCKAP5, GAS2L3, TPM3, ACTN1, PRKCE, TPM2, SHROOM2, KRT7, ACTN4, MID1, MTSS1, CIT, EML4, PSRC1, SYNPO2L, LOX, CTTN, DAAM2, KATNAL2, TNNT1, PXDN, FSCN1, ELMO1, KIF2C, ARHGEF2, CASQ1, EZR, PHLDB2, MYL9, DBN1, COL13A1, SRC, COL11A1, ARHGAP18, PDXP, ADAMTS12, CORO1C, ADAMTS14, CALD1, TPM3-RS7, MICAL1, FIGNL1, SERF1, CTNNA3, SLIT2, WASF1, MYH10, MARCKSL1, NCKAP5L, MICAL2, DSTN, ARHGAP28, COL1A1, TPX2, COL3A1, MARCKS, COL1A2, COL5A1, COL5A2, TACC3, VIM",830,822,19632,2.330771260223375,1.777541291936302E-8,3.949558857005772E-10,3.6361271449636803E-10
GOTERM_BP_FAT,GO:0030036~actin cytoskeleton organization,71,7.497360084477296,5.402199951452703E-11,"SEMA5A, BMP10, ELN, NRK, PPP1R9A, ANTXR1, RND3, EPS8, SAMD14, CSRP2, SIPA1L1, CSRP1, OPHN1, MDK, CFL1, DPYSL3, SH3PXD2B, STMN1, NCK2, ARFIP2, HMCN1, TMSB10, GAS2L3, TPM3, ACTN1, PRKCE, TPM2, SHROOM2, ACTN4, MTSS1, CIT, SFRP1, SYNPO2L, CTTN, DAAM2, TNNT1, RHOJ, FSCN1, ELMO1, ARHGEF2, CASQ1, EZR, SMTNL2, DOCK1, PHLDB2, MYL9, DBN1, SRC, ARHGAP18, PDXP, CNN3, CORO1C, CNN1, RACGAP1, CALD1, TPM3-RS7, MICAL1, CTNNA3, SLIT2, ECT2, WASF1, MYH10, SPECC1, FARP1, MARCKSL1, MICAL2, DSTN, ARHGAP28, PARVA, ANLN, MARCKS",830,717,19632,2.342209003377527,4.0100529308251254E-7,6.682521339946993E-9,6.152205378046054E-9
GOTERM_CC_FAT,GO:0015629~actin cytoskeleton,55,5.807814149947202,3.527808841558334E-8,"PPP1R9A, ACTG2, D7ERTD443E, SAMD14, SIPA1L1, CSRP1, OPHN1, CFL1, DPYSL3, SH3PXD2B, TOPBP1, GAS2L3, TPM3, ACTN1, TPM2, SHROOM2, ACTN4, MTSS1, CIT, EEF1A1, MYL4, CLDN5, MYL7, SYNPO2L, CTTN, TNNT1, FSCN1, ROR1, ARHGEF2, EZR, SMTNL2, MYL9, DBN1, MYH7, SRC, PDXP, LPP, CNN3, CORO1C, NEURL1B, CALD1, TPM3-RS7, TNNI1, BMF, MYH10, SPECC1, MYH7B, DSTN, PARVA, ANLN, ARHGAP32, MARCKS, H1F0, VANGL2, SPRY2",763,525,16406,2.2525869063221613,3.0197588289926358E-5,5.033007280623223E-6,4.5743921312206395E-6
GOTERM_MF_FAT,GO:0003779~actin binding,48,5.068637803590286,3.5448239506003574E-8,"DIXDC1, TULP1, PPP1R9A, ANTXR1, CORO1C, CNN3, EPS8, CNN1, SAMD14, SIPA1L1, OPHN1, TPM3-RS7, CALD1, MICAL1, CFL1, TNNI1, NCK2, CTNNA3, WASF1, MYH10, TMSB10, YWHAH, MYH7B, MARCKSL1, GAS2L3, TPM3, PRKCE, ACTN1, TPM2, VASH2, SHROOM2, MICAL2, DSTN, PARVA, ACTN4, MTSS1, MYL4, ANLN, MARCKS, SYNPO2L, CTTN, DAAM2, FSCN1, EZR, DBN1, SNTB1, MYH7, RAI14",760,463,17772,2.42428100488803,4.6861475356707594E-5,9.379604173288547E-6,8.869149524402094E-6
GOTERM_BP_FAT,GO:0007015~actin filament organization,47,4.963041182682154,5.863264548138256E-8,"SEMA5A, SRC, ELN, PDXP, ARHGAP18, PPP1R9A, RND3, CORO1C, EPS8, SAMD14, TPM3-RS7, CALD1, MICAL1, CFL1, DPYSL3, SH3PXD2B, STMN1, NCK2, ARFIP2, CTNNA3, HMCN1, SLIT2, WASF1, MYH10, TMSB10, MARCKSL1, GAS2L3, TPM3, PRKCE, ACTN1, TPM2, SHROOM2, MICAL2, DSTN, ARHGAP28, ACTN4, MTSS1, MARCKS, SYNPO2L, CTTN, DAAM2, FSCN1, ELMO1, ARHGEF2, EZR, PHLDB2, DBN1",830,460,19632,2.416720796228392,4.3513544153006567E-4,3.0605613689913526E-6,2.817679309393413E-6
,,,,,,,,,,,,
Annotation Cluster 3,Enrichment Score: 10.304640601663207,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0009887~animal organ morphogenesis,115,12.143611404435058,3.228529884565438E-17,"CTNND1, TNC, RORB, CELSR1, MKI67, SLC8A1, ACTG2, IGF1R, SALL1, GJA5, MYC, SOX9, PITX2, SOX4, SOX5, CDON, CSGALNACT1, SMARCC1, ARID5B, WDR72, SOX11, FOXP2, SFRP1, FANCD2, KCNQ1, ROR2, ZFPM2, FREM1, FBN2, CASZ1, COL13A1, MAGED1, INSIG1, GATA6, RTN4, BCL2L11, FLRT2, STIL, FZD2, BCL11B, VDR, PBX3, IGF2, MICAL2, PARVA, SMAD6, BMP7, PBX1, COL1A1, SDK1, COL1A2, VANGL2, COL5A1, ID2, DLG5, COL5A2, SDK2, DDR1, ROBO2, KDM5B, BMP10, EDA, ELN, SLC40A1, TCF21, GLI3, GLI2, HS2ST1, ROBO1, MDK, SIX2, SH3PXD2B, HEY2, TEAD2, SHROOM2, TMEFF1, MMP14, SYNPO2L, RNF207, ALDH1A2, HAND1, ITGA8, EXOC4, MDFI, MYH7, SRC, COL11A1, PTN, TULP1, THBS1, NKD1, CHSY1, ERBB4, TBX20, GPC3, TNNI1, SLIT3, SLIT2, WWOX, TCF7L2, GDF11, FEM1B, PCGF2, VEGFC, LAMB1, MEIS2, TBX18, REST, COL3A1, MEIS1, FRAS1, KIF26B, MFAP2, SPRY2, AGRN",830,1181,19632,2.3032145516868487,2.3965377333129246E-13,2.6624609781382978E-14,2.4511716334706265E-14
GOTERM_BP_FAT,GO:0060429~epithelium development,121,12.777191129883844,9.412297471407829E-15,"SEMA5A, CTNND1, TNC, CELSR1, SLC8A1, IGF1R, CDH3, SALL1, TUBB5, CCND1, OPHN1, BASP1, GJA5, MYC, INSC, CFL1, DZIP1L, SOX9, PITX2, SOX4, EPHA7, CPT1A, KAZN, KRT7, SOX11, FOXP2, CLDN5, SFRP1, KCNQ1, CD109, TXNIP, ROR2, KIF20B, ASTN2, EZR, PHLDB2, MEG3, KCNE1, MAGED1, GATA6, ADAMTS12, STFA2L1, RTN4, CNN3, ZFP36L1, STK3, UGCG, PLK4, STIL, FZD2, BCL11B, VDR, MICAL2, SMAD6, BMP7, PBX1, CDK6, VANGL2, COL5A1, FASN, ID2, DLG5, EZH2, DDR1, CDKN1C, ROBO2, COL18A1, KDM5B, CDKN1B, EDA, BTG1, TGFB1I1, SLC40A1, TCF21, LDB2, GLI3, GLI2, HS2ST1, ROBO1, MDK, CASP3, SIX2, HEY2, TEAD2, KDM6B, APAF1, EN1, MTSS1, MMP12, MMP14, RNF207, ALDH1A2, HAND1, ALDOC, SRC, PTN, PRICKLE1, TYMS, FSTL1, NKD1, APOLD1, ERBB4, TBX20, GPC3, SLIT2, E2F7, E2F8, TCF7L2, GDF11, FEM1B, VEGFC, TBX18, GATAD2A, CD24A, REST, MARCKS, FRAS1, KIF26B, SPRY2, VIM, SSBP3",830,1369,19632,2.090587624420252,7.005007685023656E-11,3.4929035916394455E-12,3.2157114311064846E-12
GOTERM_BP_FAT,GO:0048729~tissue morphogenesis,77,8.130939809926083,1.507763478485876E-13,"SEMA5A, DDR1, ROBO2, KDM5B, BMP10, TGFB1I1, CTNND1, TNC, TCF21, CELSR1, GLI3, ACTG2, IGF1R, ROBO1, GLI2, HS2ST1, SALL1, OPHN1, MDK, MYC, CASP3, SIX2, CFL1, HEY2, SOX9, PITX2, TEAD2, SOX4, KDM6B, EPHA7, APAF1, SOX11, MTSS1, MMP12, SFRP1, MMP14, RNF207, ALDH1A2, HAND1, EXOC4, ROR2, KIF20B, ASTN2, ZFPM2, PHLDB2, MYH7, MEG3, SRC, MAGED1, COL11A1, PRICKLE1, ADAMTS12, NKD1, STK3, ERBB4, TBX20, GPC3, TNNI1, SLIT2, TCF7L1, STIL, FZD2, VDR, FEM1B, VEGFC, MICAL2, BMP7, TBX18, PBX1, GATAD2A, COL3A1, VANGL2, FRAS1, COL5A1, DLG5, KIF26B, SPRY2",830,720,19632,2.529558232931727,1.1191529925014265E-9,3.760935382691422E-11,3.462472577463014E-11
GOTERM_BP_FAT,GO:0035295~tube development,80,8.447729672650475,2.526158717817006E-13,"SEMA5A, DDR1, ROBO2, KDM5B, EDA, TNC, TCF21, HMGB1, CELSR1, GLI3, SLC8A1, ROBO1, GLI2, HS2ST1, SALL1, MDK, GJA5, MYC, CASP3, SIX2, INSC, CFL1, DZIP1L, SOX9, PITX2, TEAD2, SOX4, EPHA7, APAF1, EN1, SOX11, YWHAZ, MTSS1, FOXP2, MMP12, SFRP1, MMP14, TRAF4, LOX, ALDH1A2, HAND1, KIF20B, ZFPM2, MEG3, SRC, MAGED1, GATA6, PTN, PRICKLE1, TYMS, ZFP36L1, STK3, BRIP1, BCL2L11, TBX20, SPP1, GPC3, EIF4EBP1, SLIT2, TCF7L2, GDF11, STIL, FZD2, VDR, MICAL2, SMAD6, BMP7, TBX18, PBX1, GATAD2A, CD24A, COL3A1, MARCKS, VANGL2, ID2, DLG5, KIF26B, SPRY2, DHCR7, SSBP3",830,772,19632,2.45108933141894,1.874869703932802E-9,5.859109376136818E-11,5.394138287138625E-11
GOTERM_BP_FAT,GO:0002009~morphogenesis of an epithelium,65,6.863780359028511,1.2767201972040073E-11,"SEMA5A, DDR1, KDM5B, TGFB1I1, CTNND1, TNC, TCF21, CELSR1, GLI3, IGF1R, ROBO1, GLI2, HS2ST1, SALL1, OPHN1, MDK, MYC, CASP3, SIX2, CFL1, SOX9, PITX2, TEAD2, SOX4, EPHA7, APAF1, SOX11, MTSS1, MMP12, SFRP1, MMP14, RNF207, ALDH1A2, HAND1, ROR2, KIF20B, ASTN2, PHLDB2, MEG3, SRC, MAGED1, PRICKLE1, ADAMTS12, NKD1, STK3, ERBB4, TBX20, GPC3, SLIT2, STIL, FZD2, VDR, FEM1B, VEGFC, MICAL2, BMP7, TBX18, PBX1, GATAD2A, VANGL2, FRAS1, COL5A1, DLG5, KIF26B, SPRY2",830,605,19632,2.5412326993926118,9.477115658906854E-8,1.7547809821570635E-9,1.615523908795367E-9
GOTERM_BP_FAT,GO:0035239~tube morphogenesis,54,5.70221752903907,1.3470240233486505E-11,"SEMA5A, DDR1, KDM5B, EDA, TNC, TCF21, CELSR1, GLI3, ROBO1, GLI2, HS2ST1, SALL1, MDK, MYC, CASP3, SIX2, CFL1, SOX9, PITX2, TEAD2, SOX4, EPHA7, APAF1, SOX11, YWHAZ, MTSS1, SFRP1, MMP14, ALDH1A2, HAND1, KIF20B, MEG3, SRC, MAGED1, GATA6, PRICKLE1, STK3, BCL2L11, TBX20, GPC3, SLIT2, TCF7L2, STIL, FZD2, VDR, MICAL2, BMP7, PBX1, GATAD2A, VANGL2, ID2, DLG5, KIF26B, SPRY2",830,449,19632,2.844682963479754,9.998947470002406E-8,1.817747691144306E-9,1.6734936639166052E-9
GOTERM_BP_FAT,GO:0060562~epithelial tube morphogenesis,47,4.963041182682154,8.701505794873687E-10,"SEMA5A, DDR1, MEG3, KDM5B, MAGED1, SRC, TNC, TCF21, PRICKLE1, CELSR1, GLI3, STK3, HS2ST1, ROBO1, GLI2, SALL1, MDK, MYC, CASP3, CFL1, TBX20, GPC3, SOX9, SLIT2, PITX2, SOX4, TEAD2, EPHA7, STIL, FZD2, APAF1, VDR, MICAL2, SOX11, BMP7, MTSS1, PBX1, GATAD2A, SFRP1, MMP14, VANGL2, KIF26B, ALDH1A2, DLG5, HAND1, SPRY2, KIF20B",830,402,19632,2.7654019061319906,6.459107181777668E-6,7.688401905899109E-8,7.078260606710942E-8
GOTERM_BP_FAT,GO:0048598~embryonic morphogenesis,65,6.863780359028511,3.3211659899380733E-9,"CDKN1C, TGFB1I1, COL12A1, TCF21, CELSR1, GLI3, GLI2, HS2ST1, SALL1, GJA5, MYC, CASP3, SIX2, CFL1, SOX9, PITX2, TEAD2, SOX4, CDON, KDM6B, APAF1, EN1, SOX11, SFRP1, MMP14, KCNQ1, ALDH1A2, HAND1, ITGA8, EXOC4, ROR2, KIF20B, PHLDB2, MDFI, FBN2, COL11A1, INSIG1, GATA6, PRICKLE1, RNF2, ZFP36L1, STK3, BCL2L11, TBX20, GPC3, TCF7L2, STIL, FZD2, PCGF2, IGF2, FN1, VEGFC, MICAL2, BMP7, TBX18, PBX1, GATAD2A, REST, VANGL2, FRAS1, COL5A1, ID2, COL5A2, MFAP2, SPRY2",830,692,19632,2.2217424611741765,2.4652711441697228E-5,2.515274895644937E-7,2.3156660417598834E-7
GOTERM_BP_FAT,GO:0001763~morphogenesis of a branching structure,32,3.37909186906019,1.0620942379377618E-7,"SEMA5A, DDR1, KDM5B, COL13A1, MAGED1, SRC, TNC, TCF21, CELSR1, RTN4, GLI3, GLI2, SALL1, MDK, MYC, SIX2, TBX20, GPC3, SOX9, SLIT2, PITX2, EPHA7, VDR, BCL11A, FEM1B, BMP7, PBX1, SFRP1, MMP14, VANGL2, DLG5, SPRY2",830,253,19632,2.991685318348493,7.880818950336543E-4,5.186094364456624E-6,4.774532847255741E-6
GOTERM_BP_FAT,GO:0048754~branching morphogenesis of an epithelial tube,25,2.6399155227032733,1.8304685946800375E-6,"SEMA5A, DDR1, KDM5B, MAGED1, SRC, TNC, TCF21, CELSR1, GLI3, GLI2, SALL1, MDK, MYC, TBX20, GPC3, SOX9, SLIT2, PITX2, VDR, BMP7, PBX1, MMP14, VANGL2, DLG5, SPRY2",830,191,19632,3.095943985365546,0.013495686316896571,6.326814293405755E-5,5.824726767292041E-5
GOTERM_BP_FAT,GO:0061138~morphogenesis of a branching epithelium,27,2.851108764519535,3.984535246960533E-6,"SEMA5A, DDR1, KDM5B, MAGED1, SRC, TNC, TCF21, CELSR1, GLI3, GLI2, SALL1, MDK, MYC, TBX20, GPC3, SOX9, SLIT2, PITX2, VDR, FEM1B, BMP7, PBX1, SFRP1, MMP14, VANGL2, DLG5, SPRY2",830,227,19632,2.8133538559524442,0.02914413752637124,1.2373732469849822E-4,1.1391769599364569E-4
,,,,,,,,,,,,
Annotation Cluster 4,Enrichment Score: 9.72044006979253,,,,,,,,,,,
Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0009790~embryo development,125,13.199577613516366,3.819073736502662E-17,"NRK, COL12A1, CELSR1, SLC8A1, ZDBF2, SALL1, GJA5, MYC, CFL1, CHEK1, DZIP1L, SOX9, PITX2, SOX4, SOX5, CDON, VASH2, SOX11, FOXP2, SFRP1, KCNQ1, ROR2, XIST, KIF20B, ZFPM2, PHLDB2, ASF1B, ABCG2, FBN2, MEG3, DNMT1, COL13A1, INSIG1, GATA6, RTN4, ZFP36L1, STK3, MBTD1, BCL2L11, ZFP57, PLAC1, MYH10, PLK4, SPECC1, STIL, FZD2, PBX3, IGF2, FN1, MICAL2, SMAD6, BMP7, PBX1, COL1A1, VANGL2, COL5A1, NASP, ID2, COL5A2, PEMT, CDKN1C, TOP2A, FKBP10, TGFB1I1, NCAPG2, TCF21, PTH1R, BRCA1, GLI3, GLI2, HS2ST1, CKS1B, DCPP1, ADAMTS3, CASP3, SIX2, HEY2, POLE, TEAD2, KDM6B, TGIF2, APAF1, SSR2, EN1, TET1, MTSS1, MMP14, TUBB2B, RNF207, ALDH1A2, HAND1, ITGA8, EXOC4, G2E3, BIRC5, DBN1, MDFI, NXN, COL11A1, PRICKLE1, HMGCR, HSD17B7, RNF2, ERBB4, TBX20, GPC3, SLIT2, E2F7, E2F8, TCF7L2, TCF7L1, RRM2, PCGF2, VEGFC, MEIS2, TBX18, GATAD2A, REST, COL3A1, MEIS1, MARCKS, FRAS1, MFAP2, SPRY2, SSBP3",830,1344,19632,2.19987091222031,2.834898434605926E-13,2.8345165272322758E-14,2.6095730841522687E-14
